date,Factor_1,Factor_2,Is_Entry,Is_Exit
20-08-2021,1.344566142,0.214014291,1,0
23-08-2021,1.262982117,0.211753453,1,0
24-08-2021,1.403905394,0.244414976,1,0
25-08-2021,0.614992802,0.100430848,0,0
26-08-2021,0.695625586,0.110676119,0,0
27-08-2021,0.63779424,0.104867017,0,0
30-08-2021,0.6479463,0.113695595,0,0
31-08-2021,0.754925094,0.128365076,0,0
01-09-2021,0.691173431,0.119423561,0,0
02-09-2021,0.512777476,0.089461854,0,0
03-09-2021,0.283959491,0.067737977,0,1
06-09-2021,0.515173985,0.090164361,0,0
07-09-2021,0.827203158,0.132811655,0,0
08-09-2021,0.708762898,0.123067905,0,0
09-09-2021,0.850699266,0.144350983,0,0
13-09-2021,0.893245215,0.157835389,0,0
14-09-2021,0.790118176,0.152518241,0,0
15-09-2021,0.871116592,0.170720304,0,0
16-09-2021,0.599511241,0.149729192,0,0
17-09-2021,0.498286065,0.131549239,0,1
20-09-2021,0.673006296,0.100605152,0,0
21-09-2021,0.832586974,0.122114517,0,0
22-09-2021,0.628136454,0.10802617,0,0
23-09-2021,0.634187284,0.116285138,0,0
24-09-2021,0.997385052,0.154299099,0,0
27-09-2021,0.97396651,0.162407185,0,0
28-09-2021,0.49508188,0.132397848,0,1
29-09-2021,0.771397566,0.150142484,0,0
30-09-2021,0.106689842,0.051902407,0,1
01-10-2021,0.808571829,0.121212852,0,0
04-10-2021,0.01300221,0.031476501,0,1
05-10-2021,0.360058258,0.020967826,0,1
06-10-2021,0.064260544,0.062864506,0,1
07-10-2021,0.280687214,0.04791984,0,1
08-10-2021,0.224603954,0.047087335,0,1
